benchmark,closure,referenced,referenced non-empty,read non-empty,used,unused non-empty,present non-empty,exact match,widened,narrowed,optimized away non-empty,dependent,other reasons unused non-empty,polluted,used polluted,unused polluted,used polluted exact match,used polluted widened,used polluted narrowed
"kaggle:titanic","bindTranslations",27,26,13,4,22,9,3,1,0,13,16,3,5,1,4,1,0,0
"kaggle:titanic","dirname",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","basename",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","packageHasNamespace",5,5,2,1,4,1,1,0,0,3,3,1,1,0,1,0,0,0
"kaggle:titanic","dir.exists",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","makeNamespace",70,52,29,13,39,15,1,12,0,24,31,1,2,2,0,1,1,0
"kaggle:titanic","asNamespace",33,27,15,4,23,10,4,0,0,13,19,3,3,0,3,0,0,0
"kaggle:titanic","file",8,8,6,0,8,5,0,0,0,3,8,0,0,0,0,0,0,0
"kaggle:titanic","environment",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","registerS3methods",410,218,122,52,166,54,29,23,0,112,143,11,18,3,15,2,1,0
"kaggle:titanic","asNamespace",33,27,15,4,23,10,4,0,0,13,19,3,3,0,3,0,0,0
"kaggle:titanic","assign",6,4,4,1,3,3,0,1,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","setHook",38,19,10,4,15,4,1,3,0,11,11,0,2,1,1,0,1,0
"kaggle:titanic","registerS3method",81,51,31,9,42,15,6,3,0,27,36,3,11,1,10,1,0,0
"kaggle:titanic","addNamespaceDynLibs",19,18,13,6,12,5,1,5,0,7,10,1,5,1,4,1,0,0
"kaggle:titanic","runHook",24,12,6,3,9,2,2,1,0,7,3,2,5,1,4,1,0,0
"kaggle:titanic","%in%",4,4,2,1,3,1,1,0,0,2,2,1,4,1,3,1,0,0
"kaggle:titanic","match",4,4,4,2,2,1,0,2,0,1,0,1,2,2,0,0,2,0
"kaggle:titanic","%in%",4,4,2,1,3,1,1,0,0,2,2,1,4,1,3,1,0,0
"kaggle:titanic","chr",7,4,4,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0
"kaggle:titanic","dots_values",13,7,7,0,7,7,0,0,0,0,4,3,0,0,0,0,0,0
"kaggle:titanic","",20,13,10,3,10,6,3,0,0,4,7,2,0,0,0,0,0,0
"kaggle:titanic","parent.env",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","parent.env",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic",".mergeExportMethods",41,9,7,3,6,4,1,2,0,2,2,3,0,0,0,0,0,0
"kaggle:titanic","namespaceExport",124,74,51,19,55,25,9,10,0,30,42,7,12,1,11,1,0,0
"kaggle:titanic","list2env",14,3,3,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0
"kaggle:titanic","sealNamespace",15,11,7,2,9,5,2,0,0,4,5,2,0,0,0,0,0,0
"kaggle:titanic","lockEnvironment",2,2,2,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0
"kaggle:titanic","runUserHook",18,11,4,0,11,3,0,0,0,8,8,0,2,0,2,0,0,0
"kaggle:titanic","Sys.unsetenv",3,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0
"kaggle:titanic","getNamespaceExports",29,22,18,4,18,6,2,2,0,12,15,2,3,0,3,0,0,0
"kaggle:titanic","parent.frame",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","dynGet",104,66,48,17,49,27,11,6,0,22,48,0,11,3,8,0,3,0
"kaggle:titanic","lazyLoadDBexec",46,36,21,7,29,15,3,4,0,14,24,3,0,0,0,0,0,0
"kaggle:titanic","lazyLoad",5,4,1,0,4,1,0,0,0,3,2,1,0,0,0,0,0,0
"kaggle:titanic","fun",11,9,7,1,8,4,0,1,0,4,7,0,0,0,0,0,0,0
"kaggle:titanic","FUN",2,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","delayedAssign",7,5,4,1,4,3,0,1,0,1,3,1,0,0,0,0,0,0
"kaggle:titanic","typeof",1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"kaggle:titanic","is.primitive",3,3,3,0,3,2,0,0,0,1,0,2,2,0,2,0,0,0
"kaggle:titanic","identical",8,8,8,0,8,8,0,0,0,0,8,0,2,0,2,0,0,0
"kaggle:titanic",".libPaths",22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","getNamespaceVersion",38,22,18,5,17,6,2,3,0,11,14,2,3,0,3,0,0,0
"kaggle:titanic","",91,28,16,11,17,7,6,5,0,10,12,3,1,0,1,0,0,0
"kaggle:titanic","%||%",3,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","ansi_style_str",5,5,2,0,5,2,0,0,0,3,0,2,1,0,1,0,0,0
"kaggle:titanic","as.list",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","get_handlers",3,2,2,0,2,2,0,0,0,0,0,2,2,0,2,0,0,0
"kaggle:titanic","is_builtin_style",20,17,12,6,11,4,4,2,0,7,8,1,4,1,3,1,0,0
"kaggle:titanic","eval",8,7,3,1,6,2,0,1,0,4,6,0,1,1,0,0,1,0
"kaggle:titanic","create_ansi_style",94,57,29,9,48,18,4,5,0,30,41,3,12,2,10,0,2,0
"kaggle:titanic","create_ansi_style_fun",10,5,4,0,5,4,0,0,0,1,2,2,0,0,0,0,0,0
"kaggle:titanic","",40,24,15,5,19,8,5,0,0,11,10,5,4,1,3,1,0,0
"kaggle:titanic","l10n_info",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","loadedNamespaces",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","topenv",4,3,2,1,2,1,0,1,0,1,2,0,0,0,0,0,0,0
"kaggle:titanic","addNamespaceS3method",20,18,9,4,14,5,1,3,0,9,11,1,3,1,2,1,0,0
"kaggle:titanic","registerS3method",81,51,31,9,42,15,6,3,0,27,38,3,11,1,10,1,0,0
"kaggle:titanic","FUN",11,7,7,5,2,2,3,2,0,0,1,1,1,0,1,0,0,0
"kaggle:titanic",".make_numeric_version",50,31,20,12,19,8,4,7,1,11,16,2,6,4,2,0,3,1
"kaggle:titanic",".make_numeric_version",50,31,20,12,19,8,4,7,1,11,16,2,6,4,2,0,3,1
"kaggle:titanic","package_version",33,24,9,2,22,7,2,0,0,15,15,4,5,1,4,1,0,0
"kaggle:titanic","",72,26,21,4,22,10,2,2,0,12,18,0,4,0,4,0,0,0
"kaggle:titanic",".getGeneric",50,31,22,5,26,17,3,2,0,9,17,5,8,1,7,1,0,0
"kaggle:titanic","genericForBasic",13,5,5,2,3,3,0,2,0,0,2,1,0,0,0,0,0,0
"kaggle:titanic",".cacheGenericTable",64,24,21,4,20,11,2,2,0,9,20,0,2,0,2,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","getGeneric",68,32,19,6,26,11,3,3,0,15,22,1,3,0,3,0,0,0
"kaggle:titanic","genericForBasic",13,5,5,2,3,3,0,2,0,0,2,1,0,0,0,0,0,0
"kaggle:titanic",".cacheGenericTable",64,24,21,4,20,11,2,2,0,9,20,0,2,0,2,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","getGeneric",68,32,19,7,25,12,4,3,0,13,21,1,3,0,3,0,0,0
"kaggle:titanic","do.call",9,6,5,1,5,4,0,1,0,1,3,2,3,1,2,0,1,0
"kaggle:titanic","exists",8,6,4,1,5,3,0,1,0,2,3,2,1,1,0,0,1,0
"kaggle:titanic","environmentIsLocked",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","FUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","FUN",26,12,10,2,10,2,2,0,0,8,6,1,1,0,1,0,0,0
"kaggle:titanic","is_theme_element",18,9,8,1,8,1,1,0,0,7,4,1,1,0,1,0,0,0
"kaggle:titanic","%||%",3,2,2,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0
"kaggle:titanic","FUN",23,14,7,3,11,2,3,0,0,9,6,1,1,0,1,0,0,0
"kaggle:titanic","is_theme_element",18,11,9,2,9,3,2,0,0,6,4,1,1,0,1,0,0,0
"kaggle:titanic","matrix",13,9,6,0,9,4,0,0,0,5,8,0,2,0,2,0,0,0
"kaggle:titanic","caller_env",3,3,1,0,3,1,0,0,0,2,2,1,0,0,0,0,0,0
"kaggle:titanic",".cacheClass",74,42,28,6,36,15,4,2,0,21,31,3,3,0,3,0,0,0
"kaggle:titanic","duplicated",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","grep",95,19,17,3,16,12,2,1,0,4,12,1,2,0,2,0,0,0
"kaggle:titanic","substring",36,18,18,8,10,4,4,4,0,6,10,0,0,0,0,0,0,0
"kaggle:titanic","",49,16,7,0,16,7,0,0,0,9,12,1,1,0,1,0,0,0
"kaggle:titanic","exists",8,6,4,1,5,3,0,1,0,2,3,2,1,1,0,0,1,0
"kaggle:titanic","setHook",38,19,10,4,15,4,1,3,0,11,11,0,2,1,1,0,1,0
"kaggle:titanic","s3_register",50,49,26,6,43,8,4,2,0,35,38,3,2,0,2,0,0,0
"kaggle:titanic","exists",8,6,4,1,5,3,0,1,0,2,3,2,1,1,0,0,1,0
"kaggle:titanic","register",31,21,7,1,20,5,1,0,0,15,16,2,2,0,2,0,0,0
"kaggle:titanic","is_namespace",3,3,2,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","ns_env",28,20,14,5,15,8,4,1,0,7,8,5,3,0,3,0,0,0
"kaggle:titanic","check_environment",19,7,7,1,6,2,0,1,0,4,0,2,1,0,1,0,0,0
"kaggle:titanic","get0",6,5,5,0,5,4,0,0,0,1,0,4,3,0,3,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","getFunction",43,13,8,5,8,4,3,2,0,4,8,0,0,0,0,0,0,0
"kaggle:titanic","",53,10,5,2,8,2,2,0,0,6,6,0,0,0,0,0,0,0
"kaggle:titanic","isBaseFun",16,16,5,2,14,3,1,1,0,11,12,1,3,0,3,0,0,0
"kaggle:titanic","get",6,6,4,0,6,4,0,0,0,2,3,3,1,0,1,0,0,0
"kaggle:titanic","genericForBasic",13,5,5,2,3,3,0,2,0,0,2,1,2,0,2,0,0,0
"kaggle:titanic","",57,20,11,5,15,4,4,1,0,11,13,1,4,1,3,1,0,0
"kaggle:titanic","environment",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","registerS3methods",395,203,114,52,151,47,28,24,0,104,134,9,18,3,15,2,1,0
"kaggle:titanic","asNamespace",33,27,15,4,23,10,4,0,0,13,19,3,3,0,3,0,0,0
"kaggle:titanic","library.dynam",168,74,44,13,61,27,10,3,0,34,48,7,12,1,11,1,0,0
"kaggle:titanic","assignNativeRoutines",47,35,24,7,28,13,4,3,0,15,22,2,4,2,2,0,2,0
"kaggle:titanic","runUserHook",18,12,4,0,12,3,0,0,0,9,8,0,3,0,3,0,0,0
"kaggle:titanic","isFALSE",11,8,7,5,3,1,4,1,0,2,2,0,1,1,0,0,1,0
"kaggle:titanic",".make_numeric_version",50,31,20,12,19,8,4,7,1,11,16,2,6,4,2,0,3,1
"kaggle:titanic","getRversion",35,26,10,2,24,8,2,0,0,16,15,5,5,1,4,1,0,0
"kaggle:titanic","search",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","TRAFO",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,0,6,4,0,0,0,2,2,3,4,0,4,0,0,0
"kaggle:titanic","FUN",9,9,1,1,8,0,1,0,0,8,8,0,4,0,4,0,0,0
"kaggle:titanic","TRAFO",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","strrep",10,5,5,0,5,4,0,0,0,1,2,2,1,0,1,0,0,0
"kaggle:titanic","nchar",4,4,4,1,3,1,0,1,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".mergeImportMethods",19,5,5,1,4,2,0,1,0,2,3,1,0,0,0,0,0,0
"kaggle:titanic","",81,46,34,19,27,11,7,12,0,16,22,5,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","getClassDef",60,38,24,1,37,21,1,0,0,16,30,5,5,0,5,0,0,0
"kaggle:titanic",".cacheClass",74,44,28,6,38,15,4,2,0,23,31,3,5,0,5,0,0,0
"kaggle:titanic",".getGenericFromCacheTable",59,10,6,2,8,3,2,0,0,5,7,1,0,0,0,0,0,0
"kaggle:titanic","getNamespace",5,3,3,0,3,2,0,0,0,1,2,1,0,0,0,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","getClassDef",60,38,24,1,37,21,1,0,0,16,30,5,5,0,5,0,0,0
"kaggle:titanic","FUN",25,14,13,1,13,3,1,0,0,10,9,2,1,0,1,0,0,0
"kaggle:titanic",".identC",7,4,4,1,3,3,1,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","isBaseFun",17,17,14,1,16,4,1,0,0,12,13,1,6,0,6,0,0,0
"kaggle:titanic","unknown--fromConstant",9,3,3,0,3,2,0,0,0,1,2,1,0,0,0,0,0,0
"kaggle:titanic","isTRUE",11,8,7,3,5,2,3,0,0,3,3,1,1,0,1,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","getClassDef",60,38,24,1,37,21,1,0,0,16,30,5,5,0,5,0,0,0
"kaggle:titanic",".requirePackage",43,12,10,3,9,6,1,2,0,3,8,1,0,0,0,0,0,0
"kaggle:titanic","getClass",16,4,3,0,4,1,0,0,0,3,3,0,1,0,1,0,0,0
"kaggle:titanic","packageSlot",3,2,2,0,2,2,0,0,0,0,0,2,2,0,2,0,0,0
"kaggle:titanic","typeof",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","",13,9,6,0,9,6,0,0,0,3,7,1,0,0,0,0,0,0
"kaggle:titanic","formals",10,3,3,0,3,2,0,0,0,1,2,1,2,0,2,0,0,0
"kaggle:titanic","formals",10,3,2,0,3,2,0,0,0,1,2,1,2,0,2,0,0,0
"kaggle:titanic","formalArgs",7,3,3,1,2,2,0,1,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","as.name",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","is.primitive",3,3,3,0,3,2,0,0,0,1,0,2,2,0,2,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","cacheGenericsMetaData",108,54,29,7,47,15,7,0,0,32,35,7,10,0,10,0,0,0
"kaggle:titanic",".sigLabel",6,6,3,0,6,3,0,0,0,3,0,3,3,0,3,0,0,0
"kaggle:titanic",".getGeneric",50,31,22,5,26,17,3,2,0,9,17,5,9,1,8,1,0,0
"kaggle:titanic","environment",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","isTRUE",11,8,3,3,5,2,3,0,0,3,3,1,1,0,1,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,4,3,7,1,3,0,0,6,6,0,0,0,0,0,0,0
"kaggle:titanic","exists",8,6,4,0,6,4,0,0,0,2,2,3,4,0,4,0,0,0
"kaggle:titanic","exists",8,6,4,0,6,4,0,0,0,2,2,3,4,0,4,0,0,0
"kaggle:titanic","getGeneric",68,32,19,6,26,13,3,3,0,13,22,1,3,0,3,0,0,0
"kaggle:titanic","getClass",16,4,1,0,4,1,0,0,0,3,3,0,1,0,1,0,0,0
"kaggle:titanic","new",11,7,5,0,7,5,0,0,0,2,5,1,3,0,3,0,0,0
"kaggle:titanic","body<-",3,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","formalArgs",7,3,3,1,2,2,0,1,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic",".matchSigLength",93,20,12,6,14,8,4,2,0,6,10,2,3,0,3,0,0,0
"kaggle:titanic",".matchSigLength",93,20,18,6,14,8,4,2,0,6,10,2,3,0,3,0,0,0
"kaggle:titanic",".getGenericSigLength",8,5,3,2,3,1,2,0,0,2,3,0,0,0,0,0,0,0
"kaggle:titanic",".getGenericSigLength",8,5,3,2,3,1,2,0,0,2,3,0,0,0,0,0,0,0
"kaggle:titanic","as",178,88,50,15,73,29,10,5,0,44,63,6,10,0,10,0,0,0
"kaggle:titanic",".findMethodInTable",39,21,12,3,18,6,1,2,0,12,12,2,6,0,6,0,0,0
"kaggle:titanic",".classEnv",38,9,7,1,8,5,0,1,0,3,4,4,2,0,2,0,0,0
"kaggle:titanic",".duplicateClassesExist",6,4,3,1,3,0,1,0,0,3,1,0,0,0,0,0,0,0
"kaggle:titanic",".cacheMethodInTable",113,28,14,2,26,11,2,0,0,15,17,5,3,0,3,0,0,0
"kaggle:titanic","FUN",7,3,3,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","mget",7,5,5,1,4,4,0,1,0,0,0,4,0,0,0,0,0,0
"kaggle:titanic","packageSlot<-",3,3,3,0,3,3,0,0,0,0,2,1,1,0,1,0,0,0
"kaggle:titanic",".identC",7,4,4,1,3,3,1,0,0,0,2,1,2,0,2,0,0,0
"kaggle:titanic",".cacheGenericTable",64,24,21,4,20,11,2,2,0,9,20,0,2,0,2,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","assign",6,6,4,0,6,4,0,0,0,2,3,3,1,0,1,0,0,0
"kaggle:titanic",".resetInheritedMethods",54,38,22,11,27,8,4,7,0,19,22,0,16,4,12,1,3,0
"kaggle:titanic",".updateMethodsInTable",106,74,41,13,61,19,7,6,0,42,55,3,4,0,4,0,0,0
"kaggle:titanic",".updateMethodsInTable",106,74,41,13,61,19,7,6,0,42,55,3,4,0,4,0,0,0
"kaggle:titanic","environment",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","assign",6,6,4,0,6,4,0,0,0,2,3,3,1,0,1,0,0,0
"kaggle:titanic",".resetInheritedMethods",54,38,22,12,26,7,4,8,0,19,21,0,16,4,12,1,3,0
"kaggle:titanic","",27,4,4,1,3,3,1,0,0,0,2,1,2,0,2,0,0,0
"kaggle:titanic","dispatchIsInternal",11,7,6,1,6,2,1,0,0,4,1,2,4,0,4,0,0,0
"kaggle:titanic",".cacheGeneric",4,4,1,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0
"kaggle:titanic",".cacheGenericTable",64,24,15,4,20,11,2,2,0,9,20,0,2,0,2,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","is.primitive",3,3,3,0,3,2,0,0,0,1,0,2,2,0,2,0,0,0
"kaggle:titanic","logical",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","lastEnv",13,13,10,2,11,2,2,0,0,9,10,0,3,0,3,0,0,0
"kaggle:titanic","parent.env",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","getFunction",44,32,22,10,22,11,9,1,0,11,17,2,4,1,3,0,1,0
"kaggle:titanic","FUN",11,9,6,0,9,3,0,0,0,6,2,2,4,0,4,0,0,0
"kaggle:titanic","parent.env",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","parent.env",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","getFunction",44,32,22,11,21,10,9,2,0,11,16,2,4,1,3,0,1,0
"kaggle:titanic","parent.env",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","parent.env",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","getFunction",44,32,22,10,22,11,9,1,0,11,17,2,4,1,3,0,1,0
"kaggle:titanic","FUN",18,9,9,2,7,7,1,1,0,0,7,0,0,0,0,0,0,0
"kaggle:titanic",".getNamespace",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","is.unit",5,5,4,1,4,1,1,0,0,3,0,1,1,0,1,0,0,0
"kaggle:titanic","numnotnull",27,5,2,1,4,1,1,0,0,3,0,1,0,0,0,0,0,0
"kaggle:titanic","checkNA",44,5,2,1,4,1,1,0,0,3,0,1,0,0,0,0,0,0
"kaggle:titanic","unit",52,24,21,8,16,10,6,2,0,6,9,4,1,0,1,0,0,0
"kaggle:titanic","textGrob",44,33,12,3,30,7,3,0,0,23,23,3,1,0,1,0,0,0
"kaggle:titanic","validGrob",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","gpar",5,3,2,0,3,2,0,0,0,1,2,1,0,0,0,0,0,0
"kaggle:titanic","validGP",265,58,28,14,44,14,14,0,0,30,35,3,4,1,3,1,0,0
"kaggle:titanic","modifyList",153,33,25,17,16,6,6,11,0,10,15,1,22,9,13,4,5,0
"kaggle:titanic","exists",8,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","registerS3method",116,72,41,10,62,24,8,2,0,38,54,6,20,1,19,1,0,0
"kaggle:titanic","FUN",3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","FUN",3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","get0",6,5,5,1,4,4,0,1,0,0,0,4,3,1,2,0,1,0
"kaggle:titanic","getClassDef",60,38,24,1,37,21,1,0,0,16,30,5,5,0,5,0,0,0
"kaggle:titanic",".cacheClass",74,44,28,10,34,17,8,2,0,17,28,4,5,0,5,0,0,0
"kaggle:titanic",".cacheClass",74,44,28,10,34,17,8,2,0,17,28,4,5,0,5,0,0,0
"kaggle:titanic",".recacheSubclasses",129,59,39,17,42,16,8,9,0,26,42,0,9,3,6,1,2,0
"kaggle:titanic","sort.list",84,34,28,13,21,11,6,7,0,10,20,1,0,0,0,0,0,0
"kaggle:titanic","rep_len",2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","packageSlot",3,2,2,0,2,2,0,0,0,0,0,2,2,0,2,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,1,3,4,1,3,0,1,0
"kaggle:titanic","exists",8,6,4,1,5,3,0,1,0,2,1,3,4,1,3,0,1,0
"kaggle:titanic",".mergeMethodsTable",409,72,59,25,47,26,12,13,0,21,43,2,7,0,7,0,0,0
"kaggle:titanic","initialize",55,15,11,1,14,4,1,0,0,10,14,0,6,0,6,0,0,0
"kaggle:titanic",".allowPrimitiveMethods",6,4,4,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","cacheGenericsMetaData",108,54,29,7,47,17,7,0,0,30,35,8,10,0,10,0,0,0
"kaggle:titanic",".newOrMultipleMethod",74,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic",".mergeMethodsTable",409,85,69,31,54,28,14,17,0,26,50,2,11,3,8,0,3,0
"kaggle:titanic",".newOrMultipleMethod",74,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","getGeneric",68,32,19,6,26,13,3,3,0,13,22,1,5,1,4,0,1,0
"kaggle:titanic","isFALSE",11,8,7,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic",".class1",10,6,6,2,4,2,1,1,0,2,2,2,1,0,1,0,0,0
"kaggle:titanic","body<-",3,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","environment",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","isTRUE",11,8,3,3,5,2,3,0,0,3,3,1,1,0,1,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic","getClassDef",60,38,24,1,37,21,1,0,0,16,30,5,5,0,5,0,0,0
"kaggle:titanic",".getMethodsTable",14,10,3,1,9,1,1,0,0,8,8,0,0,0,0,0,0,0
"kaggle:titanic","exists",8,6,4,0,6,4,0,0,0,2,2,3,4,0,4,0,0,0
"kaggle:titanic","body<-",3,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","formalArgs",7,3,3,1,2,2,0,1,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic",".quickCoerceSelect",38,11,4,1,10,2,0,1,0,8,7,0,3,0,3,0,0,0
"kaggle:titanic",".matchSigLength",93,20,18,6,14,8,4,2,0,6,10,2,3,0,3,0,0,0
"kaggle:titanic",".getGenericSigLength",8,5,3,2,3,1,2,0,0,2,3,0,0,0,0,0,0,0
"kaggle:titanic","as",131,73,43,14,59,24,10,4,0,35,55,4,9,0,9,0,0,0
"kaggle:titanic",".classEnv",38,16,12,2,14,7,0,2,0,7,11,3,4,0,4,0,0,0
"kaggle:titanic",".cacheMethodInTable",113,28,14,2,26,11,2,0,0,15,17,5,3,0,3,0,0,0
"kaggle:titanic",".classEnv",38,16,12,2,14,7,0,2,0,7,11,3,4,0,4,0,0,0
"kaggle:titanic","isFALSE",11,8,3,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
